Season;date;N;N7;age;flu_pick
2017-2018;2017-10-28;11;208;Between 15 and 64;
2017-2018;2017-10-28;8;210;Older than 64;
2017-2018;2017-10-29;16;626;Total;
2017-2018;2017-10-29;2;206;Younger than 15;
2017-2018;2017-10-29;7;211;Between 15 and 64;
2017-2018;2017-10-29;7;209;Older than 64;
2017-2018;2017-10-30;160;647;Total;
2017-2018;2017-10-30;47;211;Younger than 15;
2017-2018;2017-10-30;74;228;Between 15 and 64;
2017-2018;2017-10-30;39;208;Older than 64;
2017-2018;2017-10-31;121;643;Total;
2017-2018;2017-10-31;47;211;Younger than 15;
2017-2018;2017-10-31;40;234;Between 15 and 64;
2017-2018;2017-10-31;34;198;Older than 64;
2017-2018;2017-11-01;26;548;Total;
2017-2018;2017-11-01;6;177;Younger than 15;
2017-2018;2017-11-01;10;210;Between 15 and 64;
2017-2018;2017-11-01;10;161;Older than 64;
2017-2018;2017-11-02;132;592;Total;
2017-2018;2017-11-02;42;186;Younger than 15;
2017-2018;2017-11-02;50;236;Between 15 and 64;
2017-2018;2017-11-02;40;170;Older than 64;
2017-2018;2017-11-03;141;619;Total;
2017-2018;2017-11-03;66;214;Younger than 15;
2017-2018;2017-11-03;35;227;Between 15 and 64;
2017-2018;2017-11-03;40;178;Older than 64;
2017-2018;2017-11-04;33;629;Total;
2017-2018;2017-11-04;10;220;Younger than 15;
2017-2018;2017-11-04;13;229;Between 15 and 64;
2017-2018;2017-11-04;10;180;Older than 64;
2017-2018;2017-11-05;24;637;Total;
2017-2018;2017-11-05;7;225;Younger than 15;
2017-2018;2017-11-05;6;228;Between 15 and 64;
2017-2018;2017-11-05;11;184;Older than 64;
2017-2018;2017-11-06;155;632;Total;
2017-2018;2017-11-06;56;234;Younger than 15;
2017-2018;2017-11-06;56;210;Between 15 and 64;
2017-2018;2017-11-06;43;188;Older than 64;
2017-2018;2017-11-07;143;654;Total;
2017-2018;2017-11-07;48;235;Younger than 15;
2017-2018;2017-11-07;43;213;Between 15 and 64;
2017-2018;2017-11-07;52;206;Older than 64;
2017-2018;2017-11-08;97;725;Total;
2017-2018;2017-11-08;33;262;Younger than 15;
2017-2018;2017-11-08;27;230;Between 15 and 64;
2017-2018;2017-11-08;37;233;Older than 64;
2017-2018;2017-11-09;123;716;Total;
2017-2018;2017-11-09;52;272;Younger than 15;
2017-2018;2017-11-09;37;217;Between 15 and 64;
2017-2018;2017-11-09;34;227;Older than 64;
2017-2018;2017-11-10;143;718;Total;
2017-2018;2017-11-10;65;271;Younger than 15;
2017-2018;2017-11-10;24;206;Between 15 and 64;
2017-2018;2017-11-10;54;241;Older than 64;
2017-2018;2017-11-11;22;707;Total;
2017-2018;2017-11-11;9;270;Younger than 15;
2017-2018;2017-11-11;5;198;Between 15 and 64;
2017-2018;2017-11-11;8;239;Older than 64;
2017-2018;2017-11-12;13;696;Total;
2017-2018;2017-11-12;3;266;Younger than 15;
2017-2018;2017-11-12;6;198;Between 15 and 64;
2017-2018;2017-11-12;4;232;Older than 64;
2017-2018;2017-11-13;170;711;Total;
2017-2018;2017-11-13;69;279;Younger than 15;
2017-2018;2017-11-13;59;201;Between 15 and 64;
2017-2018;2017-11-13;42;231;Older than 64;
2017-2018;2017-11-14;121;689;Total;
2017-2018;2017-11-14;47;278;Younger than 15;
2017-2018;2017-11-14;39;197;Between 15 and 64;
2017-2018;2017-11-14;35;214;Older than 64;
2017-2018;2017-11-15;148;740;Total;
2017-2018;2017-11-15;62;307;Younger than 15;
2017-2018;2017-11-15;48;218;Between 15 and 64;
2017-2018;2017-11-15;38;215;Older than 64;
2017-2018;2017-11-16;130;747;Total;
2017-2018;2017-11-16;45;300;Younger than 15;
2017-2018;2017-11-16;43;224;Between 15 and 64;
2017-2018;2017-11-16;42;223;Older than 64;
2017-2018;2017-11-17;142;746;Total;
2017-2018;2017-11-17;61;296;Younger than 15;
2017-2018;2017-11-17;42;242;Between 15 and 64;
2017-2018;2017-11-17;39;208;Older than 64;
2017-2018;2017-11-18;28;752;Total;
2017-2018;2017-11-18;7;294;Younger than 15;
2017-2018;2017-11-18;11;248;Between 15 and 64;
2017-2018;2017-11-18;10;210;Older than 64;
2017-2018;2017-11-19;23;762;Total;
2017-2018;2017-11-19;4;295;Younger than 15;
2017-2018;2017-11-19;5;247;Between 15 and 64;
2017-2018;2017-11-19;14;220;Older than 64;
2017-2018;2017-11-20;208;800;Total;
2017-2018;2017-11-20;87;313;Younger than 15;
2017-2018;2017-11-20;69;257;Between 15 and 64;
2017-2018;2017-11-20;52;230;Older than 64;
2017-2018;2017-11-21;198;877;Total;
2017-2018;2017-11-21;91;357;Younger than 15;
2017-2018;2017-11-21;47;265;Between 15 and 64;
2017-2018;2017-11-21;60;255;Older than 64;
2017-2018;2017-11-22;155;884;Total;
2017-2018;2017-11-22;64;359;Younger than 15;
2017-2018;2017-11-22;52;269;Between 15 and 64;
2017-2018;2017-11-22;39;256;Older than 64;
2017-2018;2017-11-23;177;931;Total;
2017-2018;2017-11-23;78;392;Younger than 15;
2017-2018;2017-11-23;50;276;Between 15 and 64;
2017-2018;2017-11-23;49;263;Older than 64;
2017-2018;2017-11-24;170;959;Total;
2017-2018;2017-11-24;78;409;Younger than 15;
2017-2018;2017-11-24;45;279;Between 15 and 64;
2017-2018;2017-11-24;47;271;Older than 64;
2017-2018;2017-11-25;26;957;Total;
2017-2018;2017-11-25;8;410;Younger than 15;
2017-2018;2017-11-25;9;277;Between 15 and 64;
2017-2018;2017-11-25;9;270;Older than 64;
2017-2018;2017-11-26;19;953;Total;
2017-2018;2017-11-26;5;411;Younger than 15;
2017-2018;2017-11-26;6;278;Between 15 and 64;
2017-2018;2017-11-26;8;264;Older than 64;
2017-2018;2017-11-27;258;1003;Total;
2017-2018;2017-11-27;113;437;Younger than 15;
2017-2018;2017-11-27;75;284;Between 15 and 64;
2017-2018;2017-11-27;70;282;Older than 64;
2017-2018;2017-11-28;176;981;Total;
2017-2018;2017-11-28;71;417;Younger than 15;
2017-2018;2017-11-28;49;286;Between 15 and 64;
2017-2018;2017-11-28;56;278;Older than 64;
2017-2018;2017-11-29;187;1013;Total;
2017-2018;2017-11-29;88;441;Younger than 15;
2017-2018;2017-11-29;41;275;Between 15 and 64;
2017-2018;2017-11-29;58;297;Older than 64;
2017-2018;2017-11-30;142;978;Total;
2017-2018;2017-11-30;68;431;Younger than 15;
2017-2018;2017-11-30;40;265;Between 15 and 64;
2017-2018;2017-11-30;34;282;Older than 64;
2017-2018;2017-12-01;175;983;Total;
2017-2018;2017-12-01;80;433;Younger than 15;
2017-2018;2017-12-01;43;263;Between 15 and 64;
2017-2018;2017-12-01;52;287;Older than 64;
2017-2018;2017-12-02;26;983;Total;
2017-2018;2017-12-02;8;433;Younger than 15;
2017-2018;2017-12-02;6;260;Between 15 and 64;
2017-2018;2017-12-02;12;290;Older than 64;
2017-2018;2017-12-03;29;993;Total;
2017-2018;2017-12-03;5;433;Younger than 15;
2017-2018;2017-12-03;13;267;Between 15 and 64;
2017-2018;2017-12-03;11;293;Older than 64;
2017-2018;2017-12-04;226;961;Total;
2017-2018;2017-12-04;84;404;Younger than 15;
2017-2018;2017-12-04;70;262;Between 15 and 64;
2017-2018;2017-12-04;72;295;Older than 64;
2017-2018;2017-12-05;201;986;Total;
2017-2018;2017-12-05;79;412;Younger than 15;
2017-2018;2017-12-05;51;264;Between 15 and 64;
2017-2018;2017-12-05;71;310;Older than 64;
2017-2018;2017-12-06;24;823;Total;
2017-2018;2017-12-06;3;327;Younger than 15;
2017-2018;2017-12-06;11;234;Between 15 and 64;
2017-2018;2017-12-06;10;262;Older than 64;
2017-2018;2017-12-07;161;842;Total;
2017-2018;2017-12-07;80;339;Younger than 15;
2017-2018;2017-12-07;42;236;Between 15 and 64;
2017-2018;2017-12-07;39;267;Older than 64;
2017-2018;2017-12-08;32;699;Total;
2017-2018;2017-12-08;12;271;Younger than 15;
2017-2018;2017-12-08;13;206;Between 15 and 64;
2017-2018;2017-12-08;7;222;Older than 64;
2017-2018;2017-12-09;55;728;Total;
2017-2018;2017-12-09;9;272;Younger than 15;
2017-2018;2017-12-09;22;222;Between 15 and 64;
2017-2018;2017-12-09;24;234;Older than 64;
2017-2018;2017-12-10;36;735;Total;
2017-2018;2017-12-10;7;274;Younger than 15;
2017-2018;2017-12-10;17;226;Between 15 and 64;
2017-2018;2017-12-10;12;235;Older than 64;
2017-2018;2017-12-11;314;823;Total;
2017-2018;2017-12-11;133;323;Younger than 15;
2017-2018;2017-12-11;97;253;Between 15 and 64;
2017-2018;2017-12-11;84;247;Older than 64;
2017-2018;2017-12-12;235;857;Total;
2017-2018;2017-12-12;90;334;Younger than 15;
2017-2018;2017-12-12;73;275;Between 15 and 64;
2017-2018;2017-12-12;72;248;Older than 64;
2017-2018;2017-12-13;197;1030;Total;
2017-2018;2017-12-13;79;410;Younger than 15;
2017-2018;2017-12-13;62;326;Between 15 and 64;
2017-2018;2017-12-13;56;294;Older than 64;
2017-2018;2017-12-14;171;1040;Total;
2017-2018;2017-12-14;64;394;Younger than 15;
2017-2018;2017-12-14;46;330;Between 15 and 64;
2017-2018;2017-12-14;61;316;Older than 64;
2017-2018;2017-12-15;169;1177;Total;
2017-2018;2017-12-15;55;437;Younger than 15;
2017-2018;2017-12-15;49;366;Between 15 and 64;
2017-2018;2017-12-15;65;374;Older than 64;
2017-2018;2017-12-16;30;1152;Total;
2017-2018;2017-12-16;2;430;Younger than 15;
2017-2018;2017-12-16;17;361;Between 15 and 64;
2017-2018;2017-12-16;11;361;Older than 64;
2017-2018;2017-12-17;41;1157;Total;
2017-2018;2017-12-17;12;435;Younger than 15;
2017-2018;2017-12-17;12;356;Between 15 and 64;
2017-2018;2017-12-17;17;366;Older than 64;
2017-2018;2017-12-18;232;1075;Total;
2017-2018;2017-12-18;66;368;Younger than 15;
2017-2018;2017-12-18;96;355;Between 15 and 64;
2017-2018;2017-12-18;70;352;Older than 64;
2017-2018;2017-12-19;215;1055;Total;
2017-2018;2017-12-19;74;352;Younger than 15;
2017-2018;2017-12-19;68;350;Between 15 and 64;
2017-2018;2017-12-19;73;353;Older than 64;
2017-2018;2017-12-20;205;1063;Total;
2017-2018;2017-12-20;81;354;Younger than 15;
2017-2018;2017-12-20;61;349;Between 15 and 64;
2017-2018;2017-12-20;63;360;Older than 64;
2017-2018;2017-12-21;168;1060;Total;
2017-2018;2017-12-21;48;338;Younger than 15;
2017-2018;2017-12-21;59;362;Between 15 and 64;
2017-2018;2017-12-21;61;360;Older than 64;
2017-2018;2017-12-22;200;1091;Total;
2017-2018;2017-12-22;61;344;Younger than 15;
2017-2018;2017-12-22;61;374;Between 15 and 64;
2017-2018;2017-12-22;78;373;Older than 64;
2017-2018;2017-12-23;49;1110;Total;
2017-2018;2017-12-23;8;350;Younger than 15;
2017-2018;2017-12-23;23;380;Between 15 and 64;
2017-2018;2017-12-23;18;380;Older than 64;
2017-2018;2017-12-24;37;1106;Total;
2017-2018;2017-12-24;7;345;Younger than 15;
2017-2018;2017-12-24;14;382;Between 15 and 64;
2017-2018;2017-12-24;16;379;Older than 64;
2017-2018;2017-12-25;40;914;Total;
2017-2018;2017-12-25;6;285;Younger than 15;
2017-2018;2017-12-25;17;303;Between 15 and 64;
2017-2018;2017-12-25;17;326;Older than 64;
2017-2018;2017-12-26;55;754;Total;
2017-2018;2017-12-26;10;221;Younger than 15;
2017-2018;2017-12-26;16;251;Between 15 and 64;
2017-2018;2017-12-26;29;282;Older than 64;
2017-2018;2017-12-27;315;864;Total;
2017-2018;2017-12-27;88;228;Younger than 15;
2017-2018;2017-12-27;120;310;Between 15 and 64;
2017-2018;2017-12-27;107;326;Older than 64;
2017-2018;2017-12-28;269;965;Total;
2017-2018;2017-12-28;82;262;Younger than 15;
2017-2018;2017-12-28;88;339;Between 15 and 64;
2017-2018;2017-12-28;99;364;Older than 64;
2017-2018;2017-12-29;263;1028;Total;
2017-2018;2017-12-29;89;290;Younger than 15;
2017-2018;2017-12-29;76;354;Between 15 and 64;
2017-2018;2017-12-29;98;384;Older than 64;
2017-2018;2017-12-30;70;1049;Total;
2017-2018;2017-12-30;10;292;Younger than 15;
2017-2018;2017-12-30;24;355;Between 15 and 64;
2017-2018;2017-12-30;36;402;Older than 64;
2017-2018;2017-12-31;42;1054;Total;
2017-2018;2017-12-31;5;290;Younger than 15;
2017-2018;2017-12-31;18;359;Between 15 and 64;
2017-2018;2017-12-31;19;405;Older than 64;
2017-2018;2018-01-01;83;1097;Total;
2017-2018;2018-01-01;11;295;Younger than 15;
2017-2018;2018-01-01;34;376;Between 15 and 64;
2017-2018;2018-01-01;38;426;Older than 64;
2017-2018;2018-01-02;360;1402;Total;
2017-2018;2018-01-02;54;339;Younger than 15;
2017-2018;2018-01-02;169;529;Between 15 and 64;
2017-2018;2018-01-02;137;534;Older than 64;
2017-2018;2018-01-03;275;1362;Total;
2017-2018;2018-01-03;54;305;Younger than 15;
2017-2018;2018-01-03;103;512;Between 15 and 64;
2017-2018;2018-01-03;118;545;Older than 64;
2017-2018;2018-01-04;288;1381;Total;
2017-2018;2018-01-04;61;284;Younger than 15;
2017-2018;2018-01-04;109;533;Between 15 and 64;
2017-2018;2018-01-04;118;564;Older than 64;
2017-2018;2018-01-05;229;1347;Total;
2017-2018;2018-01-05;53;248;Younger than 15;
2017-2018;2018-01-05;86;543;Between 15 and 64;
2017-2018;2018-01-05;90;556;Older than 64;
2017-2018;2018-01-06;62;1339;Total;
2017-2018;2018-01-06;1;239;Younger than 15;
2017-2018;2018-01-06;29;548;Between 15 and 64;
2017-2018;2018-01-06;32;552;Older than 64;
2017-2018;2018-01-07;56;1353;Total;
2017-2018;2018-01-07;4;238;Younger than 15;
2017-2018;2018-01-07;22;552;Between 15 and 64;
2017-2018;2018-01-07;30;563;Older than 64;
2017-2018;2018-01-08;368;1638;Total;1
2017-2018;2018-01-08;49;276;Younger than 15;1
2017-2018;2018-01-08;172;690;Between 15 and 64;1
2017-2018;2018-01-08;147;672;Older than 64;1
2017-2018;2018-01-09;297;1575;Total;
2017-2018;2018-01-09;56;278;Younger than 15;
2017-2018;2018-01-09;104;625;Between 15 and 64;
2017-2018;2018-01-09;137;672;Older than 64;
2017-2018;2018-01-10;273;1573;Total;
2017-2018;2018-01-10;33;257;Younger than 15;
2017-2018;2018-01-10;104;626;Between 15 and 64;
2017-2018;2018-01-10;136;690;Older than 64;
2017-2018;2018-01-11;225;1510;Total;
2017-2018;2018-01-11;40;236;Younger than 15;
2017-2018;2018-01-11;84;601;Between 15 and 64;
2017-2018;2018-01-11;101;673;Older than 64;
2017-2018;2018-01-12;263;1544;Total;
2017-2018;2018-01-12;45;228;Younger than 15;
2017-2018;2018-01-12;106;621;Between 15 and 64;
2017-2018;2018-01-12;112;695;Older than 64;
2017-2018;2018-01-13;60;1542;Total;
2017-2018;2018-01-13;4;231;Younger than 15;
2017-2018;2018-01-13;24;616;Between 15 and 64;
2017-2018;2018-01-13;32;695;Older than 64;
2017-2018;2018-01-14;47;1533;Total;
2017-2018;2018-01-14;1;228;Younger than 15;
2017-2018;2018-01-14;18;612;Between 15 and 64;
2017-2018;2018-01-14;28;693;Older than 64;
2017-2018;2018-01-15;324;1489;Total;
2017-2018;2018-01-15;47;226;Younger than 15;
2017-2018;2018-01-15;139;579;Between 15 and 64;
2017-2018;2018-01-15;138;684;Older than 64;
2017-2018;2018-01-16;225;1417;Total;
2017-2018;2018-01-16;37;207;Younger than 15;
2017-2018;2018-01-16;95;570;Between 15 and 64;
2017-2018;2018-01-16;93;640;Older than 64;
2017-2018;2018-01-17;237;1381;Total;
2017-2018;2018-01-17;36;210;Younger than 15;
2017-2018;2018-01-17;87;553;Between 15 and 64;
2017-2018;2018-01-17;114;618;Older than 64;
2017-2018;2018-01-18;247;1403;Total;
2017-2018;2018-01-18;57;227;Younger than 15;
2017-2018;2018-01-18;91;560;Between 15 and 64;
2017-2018;2018-01-18;99;616;Older than 64;
2017-2018;2018-01-19;220;1360;Total;
2017-2018;2018-01-19;44;226;Younger than 15;
2017-2018;2018-01-19;81;535;Between 15 and 64;
2017-2018;2018-01-19;95;599;Older than 64;
2017-2018;2018-01-20;51;1351;Total;
2017-2018;2018-01-20;4;226;Younger than 15;
2017-2018;2018-01-20;27;538;Between 15 and 64;
2017-2018;2018-01-20;20;587;Older than 64;
2017-2018;2018-01-21;29;1333;Total;
2017-2018;2018-01-21;6;231;Younger than 15;
2017-2018;2018-01-21;6;526;Between 15 and 64;
2017-2018;2018-01-21;17;576;Older than 64;
2017-2018;2018-01-22;236;1245;Total;
2017-2018;2018-01-22;49;233;Younger than 15;
2017-2018;2018-01-22;101;488;Between 15 and 64;
2017-2018;2018-01-22;86;524;Older than 64;
2017-2018;2018-01-23;219;1239;Total;
2017-2018;2018-01-23;39;235;Younger than 15;
2017-2018;2018-01-23;95;488;Between 15 and 64;
2017-2018;2018-01-23;85;516;Older than 64;
2017-2018;2018-01-24;225;1227;Total;
2017-2018;2018-01-24;49;248;Younger than 15;
2017-2018;2018-01-24;82;483;Between 15 and 64;
2017-2018;2018-01-24;94;496;Older than 64;
2017-2018;2018-01-25;206;1186;Total;
2017-2018;2018-01-25;49;240;Younger than 15;
2017-2018;2018-01-25;76;468;Between 15 and 64;
2017-2018;2018-01-25;81;478;Older than 64;
2017-2018;2018-01-26;174;1140;Total;
2017-2018;2018-01-26;33;229;Younger than 15;
2017-2018;2018-01-26;57;444;Between 15 and 64;
2017-2018;2018-01-26;84;467;Older than 64;
2017-2018;2018-01-27;41;1130;Total;
2017-2018;2018-01-27;3;228;Younger than 15;
2017-2018;2018-01-27;25;442;Between 15 and 64;
2017-2018;2018-01-27;13;460;Older than 64;
2017-2018;2018-01-28;45;1146;Total;
2017-2018;2018-01-28;8;230;Younger than 15;
2017-2018;2018-01-28;20;456;Between 15 and 64;
2017-2018;2018-01-28;17;460;Older than 64;
2017-2018;2018-01-29;244;1154;Total;
2017-2018;2018-01-29;58;239;Younger than 15;
2017-2018;2018-01-29;95;450;Between 15 and 64;
2017-2018;2018-01-29;91;465;Older than 64;
2017-2018;2018-01-30;176;1111;Total;
2017-2018;2018-01-30;41;241;Younger than 15;
2017-2018;2018-01-30;60;415;Between 15 and 64;
2017-2018;2018-01-30;75;455;Older than 64;
2017-2018;2018-01-31;177;1063;Total;
2017-2018;2018-01-31;44;236;Younger than 15;
2017-2018;2018-01-31;67;400;Between 15 and 64;
2017-2018;2018-01-31;66;427;Older than 64;
2017-2018;2018-02-01;197;1054;Total;
2017-2018;2018-02-01;48;235;Younger than 15;
2017-2018;2018-02-01;64;388;Between 15 and 64;
2017-2018;2018-02-01;85;431;Older than 64;
2017-2018;2018-02-02;194;1074;Total;
2017-2018;2018-02-02;55;257;Younger than 15;
2017-2018;2018-02-02;63;394;Between 15 and 64;
2017-2018;2018-02-02;76;423;Older than 64;
2017-2018;2018-02-03;32;1065;Total;
2017-2018;2018-02-03;1;255;Younger than 15;
2017-2018;2018-02-03;18;387;Between 15 and 64;
2017-2018;2018-02-03;13;423;Older than 64;
2017-2018;2018-02-04;19;1039;Total;
2017-2018;2018-02-04;4;251;Younger than 15;
2017-2018;2018-02-04;8;375;Between 15 and 64;
2017-2018;2018-02-04;7;413;Older than 64;
2017-2018;2018-02-05;203;998;Total;
2017-2018;2018-02-05;36;229;Younger than 15;
2017-2018;2018-02-05;99;379;Between 15 and 64;
2017-2018;2018-02-05;68;390;Older than 64;
2017-2018;2018-02-06;170;992;Total;
2017-2018;2018-02-06;44;232;Younger than 15;
2017-2018;2018-02-06;63;382;Between 15 and 64;
2017-2018;2018-02-06;63;378;Older than 64;
2017-2018;2018-02-07;177;992;Total;
2017-2018;2018-02-07;46;234;Younger than 15;
2017-2018;2018-02-07;64;379;Between 15 and 64;
2017-2018;2018-02-07;67;379;Older than 64;
2017-2018;2018-02-08;170;965;Total;
2017-2018;2018-02-08;48;234;Younger than 15;
2017-2018;2018-02-08;62;377;Between 15 and 64;
2017-2018;2018-02-08;60;354;Older than 64;
2017-2018;2018-02-09;158;929;Total;
2017-2018;2018-02-09;47;226;Younger than 15;
2017-2018;2018-02-09;57;371;Between 15 and 64;
2017-2018;2018-02-09;54;332;Older than 64;
2017-2018;2018-02-10;35;932;Total;
2017-2018;2018-02-10;6;231;Younger than 15;
2017-2018;2018-02-10;16;369;Between 15 and 64;
2017-2018;2018-02-10;13;332;Older than 64;
2017-2018;2018-02-11;22;935;Total;
2017-2018;2018-02-11;1;228;Younger than 15;
2017-2018;2018-02-11;13;374;Between 15 and 64;
2017-2018;2018-02-11;8;333;Older than 64;
2017-2018;2018-02-12;239;971;Total;
2017-2018;2018-02-12;59;251;Younger than 15;
2017-2018;2018-02-12;102;377;Between 15 and 64;
2017-2018;2018-02-12;78;343;Older than 64;
2017-2018;2018-02-13;169;970;Total;
2017-2018;2018-02-13;58;265;Younger than 15;
2017-2018;2018-02-13;61;375;Between 15 and 64;
2017-2018;2018-02-13;50;330;Older than 64;
2017-2018;2018-02-14;181;974;Total;
2017-2018;2018-02-14;61;280;Younger than 15;
2017-2018;2018-02-14;62;373;Between 15 and 64;
2017-2018;2018-02-14;58;321;Older than 64;
2017-2018;2018-02-15;166;970;Total;
2017-2018;2018-02-15;49;281;Younger than 15;
2017-2018;2018-02-15;53;364;Between 15 and 64;
2017-2018;2018-02-15;64;325;Older than 64;
2017-2018;2018-02-16;185;997;Total;
2017-2018;2018-02-16;66;300;Younger than 15;
2017-2018;2018-02-16;60;367;Between 15 and 64;
2017-2018;2018-02-16;59;330;Older than 64;
2017-2018;2018-02-17;39;1001;Total;
2017-2018;2018-02-17;5;299;Younger than 15;
2017-2018;2018-02-17;18;369;Between 15 and 64;
2017-2018;2018-02-17;16;333;Older than 64;
2017-2018;2018-02-18;30;1009;Total;
2017-2018;2018-02-18;4;302;Younger than 15;
2017-2018;2018-02-18;15;371;Between 15 and 64;
2017-2018;2018-02-18;11;336;Older than 64;
2017-2018;2018-02-19;234;1004;Total;
2017-2018;2018-02-19;75;318;Younger than 15;
2017-2018;2018-02-19;100;369;Between 15 and 64;
2017-2018;2018-02-19;59;317;Older than 64;
2017-2018;2018-02-20;187;1022;Total;
